Author,Comment,PublishedAt
@anksh19indahpadawaktunya44,taukah dirimu betapa diriku merindukanmu hadirmu percayalah kasih jarak menghapus janji setia menjaga hati,2023-05-10T21:04:03Z
@novrasroom2749,terrepeat musik video feelnya dpt banget,2023-05-10T14:39:40Z
@satriawijaya1350,tiara alshad,2023-05-10T14:03:26Z
@user-dj3lm7ue1z,kejadian beneran,2023-05-10T09:46:58Z
@yrsachou,wenak tenan lagune cok ar,2023-05-10T08:05:24Z
@harizyulian4465,mengerti dipungkiri kumiliki bumi sunyi takkan menantimu andai ku genggam tanganmu takkan rindu hatiku tahukah dirimu betapa diriku merindukan hadirmu percayalah kasih jarak menghapus janji setia menjaga hati andai ku genggam tanganmu takkan rindu hatiku ohoh tahukah dirimu betapa diriku merindukan hadirmu percayalah kasih jarak menghapus kauhapus janji setia menjaga hati hujan turun mewakili hati terpa angin gambarkan resahku hooh pelangi pelangi menyinari hooh merindukan hadirmu percayalah kasih jarak menghapus janji setia menjaga hati merindukan hadirmu percayalah oh kasihku jarak menghapus janji setia menjaga hati hoohohho,2023-05-10T08:00:58Z
@muhammadwildan1759,tiara alshad kangen kaliann,2023-05-10T02:13:41Z
@krisantusefaristusekan9340,kerenn,2023-05-10T01:27:00Z
@khairiahwulandari4669,ku berharap dipertemukan titik terbaik ya mas,2023-05-09T09:07:20Z
@HamidahDestianingrum-jp1eh,pas banget lgi ldr dgr lagu,2023-05-09T07:28:34Z
@rizkyfidiansyah2768,45 juta moo,2023-05-09T00:35:15Z
@BrayenIrawan-fp2zc,keingat background sponsor kapal api tiara rizki,2023-05-08T23:08:21Z
@CrazyGamer-yk7dx,jokowi,2023-05-08T13:53:55Z
@serlyruntuwarow8119,kah,2023-05-08T03:21:58Z
@molliispa7112,the real sound of heart,2023-05-07T23:24:26Z
@federicopeter2531,sekedar janji setia,2023-05-07T17:52:45Z
@xxadeva_,punten,2023-05-07T08:55:08Z
@samantha_388,baca2 komen musik video sebelahakhirnya tiara nggak dikintilin duda sange nepal koq gelarin duda sange nepal alhamdulillah berkat mama papa tiarasi duda gk didekat tiara,2023-05-07T06:58:11Z
@iniaku2125,random banget malem malem pumping ngegalauin gimana kabar,2023-05-06T20:29:57Z
@aldreydiriyah6654,300,2023-05-04T04:32:26Z
@ichlasulamal4561,304,2023-05-04T01:43:38Z
@anikamilikidiriku1475,penambahan view hariannya 80476 kemarin 70600 alhamdulillah 10 rban moo,2023-05-03T18:59:18Z
@herlyantop_4081,selen ajak shoting,2023-05-03T15:34:25Z
@fenyrahmaaw4170,kangen banget smpe tiaphari nnton musik video huaaaa,2023-05-02T08:23:47Z
@seraphicq,putus si merekaa,2023-05-02T06:37:49Z
@riskifauziahafni6367,gak tau sukaaaa kali dengar lagu,2023-05-02T01:50:43Z
@user-yd6sd1pw5v,tau kah dirimu betapa diriku merindukan hadirmu ad percayalah kasi jarak menghapus janji setia menjaga hati,2023-05-01T17:27:49Z
@GilangRamadhan-kx4eh,prettt ahh alsad wkwkw,2023-05-01T16:17:13Z
@noname21.,my fav song congrats tiara,2023-05-01T15:50:36Z
@nardysoenardi7923,selamat raya idul fitri 1 syawal 1444 h minalaidzin wal faidzin mohon maaf lahir batin,2023-05-01T12:46:58Z
@rifaldiahdanikanio6634,gaada,2023-05-01T11:48:27Z
@hilminew3709,bener gk sih jungkook bts cover lagu,2023-05-01T08:27:25Z
@emaknyadlyrics3110,cung gegara jung kook,2023-05-01T07:47:11Z
@rizkyfidiansyah2768,gas 45 juta moo,2023-05-01T00:01:42Z
@LoveMusic-ft2nr,i leave my promise to you here,2023-04-30T16:59:40Z
@blanong6935,kangennnnnnn,2023-04-30T14:08:52Z
@putriierlan3165,asyiikk janji setia dinyanyiin jungkook,2023-04-30T06:02:29Z
@rizalansori2861,lagu nuasa musik nya korea melow,2023-04-30T01:35:09Z
@sarashendarsih700,tiara 137 lagunya bagus banget,2023-04-29T23:31:02Z
@hidayathikar8970,janset,2023-04-29T16:28:03Z
@aldrinbeneran,janji setia joongkook version,2023-04-29T13:16:44Z
@dewiuciha8651,semoga tiara udah putus ya laki sumpah eman ayu berprestasi dpt laki ikan laut banyaakkk tiiii,2023-04-29T08:13:56Z
@aisyahrantau1853,nonton karna kngen alshad n titi semoga nya aamiin,2023-04-29T07:12:05Z
@pasukanceria,44 juta views,2023-04-29T06:51:56Z
@galanghandika1996,people come and go orang masanya orang nya,2023-04-29T06:30:44Z
@chandranurkomala3607,gak kemarin 1th rilisnya musik video janset,2023-04-29T03:51:57Z
@rayhanzakaria7406,jungkook cover kak tiaraaa,2023-04-28T14:49:32Z
@anksh19indahpadawaktunya44,43962277 x ditonton 1921 wib 28042023 567 ribu like 89 ribu komen 22 juta subscriber,2023-04-28T12:23:45Z
@clarabell.01,janji kandas,2023-04-28T08:18:22Z
@Okka340,pasangan serasi,2023-04-28T06:28:29Z
@nurinayah4625,good,2023-04-28T03:21:35Z
@fizahsaleh9630,2842023 hadirrrr,2023-04-28T02:20:27Z
@rayhanzakaria7406,lagunya dicover kak ariana grande ga tuhh,2023-04-28T02:08:28Z
@treetosand8326,nada nya tiara enak kalo didengar pake volume rendah,2023-04-28T01:09:40Z
@anksh19indahpadawaktunya44,percayalah kasih jarak menghapus janji setia menjaga hati luvu biii sh nya,2023-04-28T01:00:46Z
@tututagustinawati824,hay mei rindu tisad lebaran kemarin lebaran kali,2023-04-28T00:50:11Z
@wahyunurnidiastuti9510,jdi kangen berdua,2023-04-27T22:54:07Z
@anksh19indahpadawaktunya44,happy anniversary janset 28042022 to 28042023 gak berasa udah pas lagu,2023-04-27T17:39:47Z
@anksh19indahpadawaktunya44,43895133 x ditonton 2007 wib 27042023 566 ribu like 89 ribu komen 22 juta streaming besuk malem pas anniversary lagu gas moo 44 juta 105 ribu kayaknya blm moo krn penambahan view nya skg 100 ribu nya 62973 semalem,2023-04-27T13:13:29Z
@riaadha2953,2014 pejuang ldr tp kandas dikhiatin alhamdulillah skg sdh ketmu dg jodoh skg jd suamiku sdh dikaruniai putri cantik lucu terimakasih sdh melengkapi hdupku suamiku,2023-04-27T09:50:29Z
@muhamadfarrelmahardika,inget banget 2022 april puter lagu saat2 sbm belajar denger lagu skrg ga lolos sbm keinget trauma nya denger lagu,2023-04-26T09:34:44Z
@martanoviantymagdalena5538,lagunya pas banget kejadian janji setia menjaga hati pas banget video klipnya berdua terbaik hubungan ya,2023-04-26T04:27:20Z
@Ku6u7s1Ks4,yuk yuk 44m 1,2023-04-26T04:19:20Z
@ellinellin5475,bln fitri in smga titi keshtan kesabaran keberkahan banget bnyak cobaan dihdpi krn allah syg titi smg hujatan titi mnjadi ladang pahala tuk titi aamiin aamiin aamiin allahumma aamiin,2023-04-26T01:49:19Z
@anksh19indahpadawaktunya44,43776389 x ditonton 0558 wib 26042023 566 ribu like 89 ribu komen 22 juta streaming,2023-04-25T23:00:05Z
@kobamega-od1th,ya cewe cantik cowo nya jelek buruk rupa,2023-04-25T13:29:10Z
@nurulimamah4776,kurasa,2023-04-25T13:03:21Z
@nurfazriah6364,kangen bangett berdua,2023-04-25T08:57:58Z
@rizkyfidiansyah2768,44jt moo,2023-04-25T06:16:57Z
@slametwahyuarifin1969,sehat kk tiara,2023-04-25T00:49:18Z
@Yacen.81_84,happy streaming semangat vots,2023-04-24T08:53:03Z
@KYL-tw2kn,dengerin janji setia bawaanya pengen nangiss,2023-04-24T03:45:00Z
@anksh19indahpadawaktunya44,janji setia menjaga hatihatiku hatimu hati dlm fayakun nya,2023-04-23T16:21:38Z
@anksh19indahpadawaktunya44,43662355 x ditonton 2318 wib 23042023 566 ribu like 89 ribu komen 222 juta subscriber 5 lgi anniversary nya janji setia 28932023,2023-04-23T16:20:46Z
@Addictoff,lagu janji setia dinodai model musik video nya,2023-04-23T06:47:54Z
@ellinellin5475,doa trrbaik sllu tuk titi sehat teruslah berkarya bnyk ujian penuh berkah in in sha allah titi melewatiny aamiin allahumma aamiin,2023-04-23T01:37:24Z
@federicopeter2531,22jt subscribe tiara andini,2023-04-22T15:51:24Z
@blank8308,maaf ya percaya pikiran mikir enggaengga maaf kepercayaan mahal memilikinya bersyukur maaf ga berani bilang langsung pengecut emang gimanapun dipertemukan maaf sikapku mungkinn yaaa ure not comfy wthat maaf ga maaf salah,2023-04-22T10:12:38Z
@kistoato5261,menyesal mengenal hidupmu orang memberimu kebahagiaan orang baikpun hidup pengalaman seburuk buruk manusia disisimubisa memberimu pelajaran,2023-04-22T04:16:57Z
@alsyamikacintaqu6718,mengerti smua pungkiri milikiluv u bii sh nya,2023-04-21T18:10:31Z
@alsyamikacintaqu6718,taukah dirimu betapa diriku merindukanmu hadirmu percayalah kasih jarak menghapus janji setia menjaga hati,2023-04-21T17:34:34Z
@alsyamikacintaqu6718,43587111 x ditonton 0030 wib 22042023 566 ribu like 89 ribu komen 219 juta subscriber,2023-04-21T17:33:40Z
@moonzalin,tiara selera dressnya cakepcakep,2023-04-21T07:26:16Z
@bocilkematian381,lagu cinta sweat banget,2023-04-21T01:47:46Z
@userdianhanafi,tiara cocok al ghazali keluarga nya dri keluarga musisi ga ipar cewek postur tubuhnya pas sama2 ba samsung semoga ketemu projek,2023-04-20T06:02:35Z
@keluargatiktok874,titi alsyad pasangan serasi bikin org gemess liatnya tp berita kayak gini aq bener2 gak nyangka tp pelajaran orang kedepannya apapun keputusan semoga terbaik sukses titi semangat alsyad,2023-04-20T05:43:02Z
@alsarroz3502,jgn lupa tiara andini si sctv music awards gaystrutama sms vidio,2023-04-20T05:22:20Z
@yenipustipasari7782,ga bosan dengerin harilagunya baper bangettt,2023-04-19T12:28:26Z
@juansouta,kangen zhel tp udh,2023-04-19T05:33:20Z
@giminraharjo3582,pokonya cinta sejati pudar alshad n tiara,2023-04-19T01:15:10Z
@arifrustanto4050,nice try,2023-04-18T09:08:40Z
@ulfamayamulyasari,tiara android,2023-04-17T23:39:35Z
@alsyambimikaabadi,mengerti smua pungkiri miliki,2023-04-17T23:05:18Z
@iqbalPUNYAsafira,hadir lagu sejalan,2023-04-17T13:53:10Z
@stefanusanthony2525,berkembang tiara tulis lagu tulis lagu bikin semangat nyanyi lagu hati hebat,2023-04-17T13:42:25Z
@diarasugiarti8257,kesini gamon sm shadti alshad tiara,2023-04-17T12:58:47Z
@Yacen.81_84,keep streaming semangat votenyah,2023-04-17T12:21:07Z
@lindasseptiani,masi penasaran titi a ngga sbnnrya,2023-04-17T02:43:19Z
@SilmaTorajaal-hx8gy,suka lagu,2023-04-16T07:31:26Z
@bangtogar30,si a setia video klip doang wkwkw,2023-04-16T06:14:44Z
@lynamiau4180,janjinya sirna,2023-04-15T12:48:11Z
@candlelight00,pair jantungku terlintas untaian sepat kau kirimkan pesan patahkan harapanharapan seindah berharap kepadamu anehnya menyadari sosok mu abadi ceritaku menyisihkan buihbuih kenangan melekat indah menerima orang untaian doa ku sisihkan menyebut namamu tafsirkan bilamana takdir mempersatukan sempurna lengkapi haruskah mencari haruskan,2023-04-15T10:39:35Z
@rizkyfidiansyah2768,gas 44 juta moo,2023-04-15T06:23:28Z
@nianatalia1586,aq dlu janji setia ttp manusia kata2 nya gbs dipegang,2023-04-15T01:39:21Z
@kauadlakuanksh8528,43124055 x ditonton 0203 wib 15042023 565 ribu like 89 ribu komen 219 juta subscriber,2023-04-14T19:04:46Z
@federicopeter2531,lupa streaming lagu menyesal guys,2023-04-14T17:26:11Z
@icapapis,tahukahhh,2023-04-14T15:08:33Z
@ss21380,tiara suaranya enak banget khas banget,2023-04-14T13:01:16Z
@jeonjeongguk5478,udah ga streaming yt tau tau udah 50jt aja musik video,2023-04-14T04:15:45Z
@dickyalamsyah8085,sahur moo,2023-04-13T20:00:24Z
@Wahyuthv,trending,2023-04-13T15:32:56Z
@syariatulhasanah3100,gass sampe 50 juta,2023-04-13T14:47:16Z
@syariatulhasanah3100,43,2023-04-13T14:46:59Z
@krisfiyan2148,13423 43 juta views,2023-04-13T12:59:40Z
@ronitaronita4033,alhamdulillah 43 juta views,2023-04-13T10:48:47Z
@kauadlakuanksh8528,15 ribu 43 juta view,2023-04-13T00:51:56Z
@candragans7223,bahagia mudah susah meninggalkanmu disaat senang dirimu laki,2023-04-12T18:44:36Z
@federicopeter2531,road to 43m,2023-04-12T17:40:57Z
@federicopeter2531,kalo janji setia janji kunjung,2023-04-12T17:37:29Z
@putrifebriyanti5019,alshad tiara emang cocok banget berharap bsa vlog bareng bahagia,2023-04-12T10:48:27Z
@yaniiforester9106,suara tiara setipe raisa berat2 lembut gtu,2023-04-12T06:27:20Z
@dikdiknikos5869,sekilas suara nya raisa ga tau tiara menyangka suara raisa,2023-04-12T03:14:59Z
@irenehanan685,layar lebar pelabuhan tanjung perak lagu linang air mata berlayar trisakti ketahuilah untukmu wanita menyandang tahta anakku marahnya suamimu pelaut cengeng tersungkur lemas bantal lusuhnya terserang rindu suamimu menaruh handuk basah kasur 12 april 2023 sungai barito,2023-04-11T21:00:10Z
@ahmadfasihudinsifaulqulub8781,realita sabar ya andin,2023-04-11T05:11:31Z
@mohamadmustaqimmaulamoha-qi2et,ngak sia2 minat semoga teros suksesstiara andinisalam malaysia,2023-04-10T23:58:37Z
@aninur2026,muter lagu berderai derai terkadang marah dg nyata dg asa why oh iya pemain sutradara belakangnya berdaya indah bahagia mata sprti butuh kehadirannya genggamannya mencari kekuatan kekuasaan takdirnya menyakitkanuntuk kuat batin hancur dl utk tegar menatap kedepan terseok bumi sunyi takkan sendiriada kasihnya sejati,2023-04-10T22:00:02Z
@anikaangela1927,musik vidio 100,2023-04-10T19:26:10Z
@rmdfkproductions2024,lololo gak bahaya ta,2023-04-10T18:26:00Z
@anikaangela1927,andai ku genggam tanganmu khan rindu didalam hatiku,2023-04-10T14:46:33Z
@anikaangela1927,42822447 x ditonton 2143 wib 10042023 564 ribu like 89 ribu komen 218 juta subscriber,2023-04-10T14:45:05Z
@ayusumaryati771,denger lgi dri temn k3rja suka dengerny,2023-04-10T13:01:06Z
@dim2858,lagu bukti janji setia lantas ditinggal mencari orang hmm sakit ngerasain,2023-04-10T04:55:07Z
@dikamhardikasari5481,dilah kundi,2023-04-10T01:30:44Z
@firstlove6156,titi semangat berkaryanya,2023-04-09T22:51:03Z
@anikaangela1927,taukah dirimu betapa diriku merindukanmu hadirmu percayalah kasih jarak menghapus janji setia menjaga hati,2023-04-09T13:59:27Z
@anikaangela1927,penambahan view kemarin 8 april 74646 7 april 79275 utk 9 april ntar ya moo update nya jam 0000 wib,2023-04-09T13:58:54Z
@syariatulhasanah3100,gass 43 juta moo,2023-04-09T13:23:04Z
@MisiaahPutri-bi3cq,lagu galau ga alay,2023-04-09T12:19:05Z
@FNCT02,duda,2023-04-08T17:46:54Z
@kingdomofasgard5513,old school,2023-04-08T16:09:01Z
@anyasevanya9095,mengerti dipungkiri kumiliki bumi sunyi takkan menantimu andai ku genggam tanganmu takkan rindu hatiku tahukah dirimu betapa diriku merindukan hadirmu percayalah kasih jarak menghapus janji setia menjaga hati andai ku genggam tanganmu takkan rindu hatiku ohoh tahukah dirimu betapa diriku merindukan hadirmu percayalah kasih jarak menghapus kauhapus janji setia menjaga hati hujan turun mewakili hati terpa angin gambarkan resahku hooh pelangi pelangi menyinari hooh merindukan hadirmu percayalah kasih jarak menghapus janji setia menjaga hati merindukan hadirmu percayalah oh kasihku jarak menghapus janji setia menjaga hati hoohohho,2023-04-08T14:06:01Z
@yuvennahes7716,mampir disruh istri,2023-04-08T13:37:31Z
@ellinellin5475,doa terbaik sellu titi semoga langkah titi sellu membawa keberkahan dilindungi allah aamiin aamiin allahumma aamiin ditunggu ya karyanya,2023-04-08T06:36:38Z
@veolastewart449,kali ngefanss ama smua lagu nya tiara krna suka lagu lagu jaman dlu,2023-04-07T22:59:35Z
@melinarhma3991,prett,2023-04-07T17:35:22Z
@sitiyani737,zin,2023-04-07T15:28:29Z
@sitiyani737,gak tu prank,2023-04-07T15:28:16Z
@ninenherawati2450,gimana dgn lagu sedih dengernya dasar laki2 ngga tau kalaka menghamili bekas pacarnya kemana ya otaknya makaning msh pacaran sm tiara dasar lalaki bejat,2023-04-07T14:55:00Z
@popmusikfavorit,nyetir mobil malem solo denger lagu tiara emang perfect sih,2023-04-07T13:15:13Z
@emaknyadlyrics3110,meninggalkan jejak jumat barokah 7 april 2023,2023-04-07T08:59:57Z
@gesharvaelanorr5704,baguuusss bangeeettt,2023-04-07T06:45:39Z
@porossore,videonya keren bngt tiara cantik model cwoknya ganteng sukses,2023-04-07T02:49:26Z
@anikaangela1927,hujan turun mewakili hati terpa angin gambarkan resahku pelangi menyinari,2023-04-06T16:09:41Z
@anikaangela1927,taukah dirimu betapa diriku merindukanmu hadirmu percayalah kasih jarak menghapus janji setia menjaga hati,2023-04-06T16:09:25Z
@anikaangela1927,42524690 x ditonton 2305 wib 06042023 563 ribu like 98 ribu komen 218 juta subscriber,2023-04-06T16:08:44Z
@Meysinaja214,alhamdulillah mantap mootiara gassss 43jt,2023-04-06T15:08:20Z
@ninenherawati2450,si alshad kutipu kau tiara blm tau gue kt alshad gue playboy tengik kasihan tiara,2023-04-06T13:36:48Z
@PLATNUMZ1,rungkad,2023-04-06T07:25:04Z
@yusrianadewi2001,kangen tishad nntonin berulang ulang cepat membaik,2023-04-05T23:54:05Z
@RaChany07,cowo musik video ni alshad kalo tiara sedihsakit hati ngeliat musik video ni,2023-04-05T17:15:59Z
@Cassey10,kangen couple pls,2023-04-05T16:32:07Z
@Malaoflow,up,2023-04-05T09:52:26Z
@user-ee7fq1mr6h,sedih banget skrg setia engga tergantung hati,2023-04-05T07:32:22Z
@gemezgirl,kangen,2023-04-05T02:31:28Z
@trieyulianto7618,merindukan mu,2023-04-04T20:29:24Z
@federicopeter2531,keep streaming guyss,2023-04-04T17:22:41Z
@Sukaalaguu,sukses titi salam banyuwangi semangat titi,2023-04-04T15:19:53Z
@syariatulhasanah3100,gass 43 juta moo,2023-04-04T10:43:13Z
@adzlynadzki4326,ganda nang boses mo,2023-04-04T07:28:48Z
@widurisetyadewi3585,lagu nyanyiin tiara ungkapan hatinya keadaanya berasa merasakan perasaan tiara sukses trs tiara,2023-04-04T05:54:52Z
@user-ch7kq1vb2o,kakak tiara andini,2023-04-04T01:50:21Z
@user-ch7kq1vb2o,kak tiara fans banget kaka fansnya 3 1 mahalini 2 iyodra 3 tiara andini nyampe pengen gitar sampe pake guling gitarnya,2023-04-04T01:49:39Z
@sunariyati4638,ml titi udah 7 m,2023-04-04T01:43:20Z
@utiyayumna877,merindukanmu,2023-04-03T23:04:07Z
@UmbiAnksh,penambahan view 92720 moo yuuuk buletin 100 ribu,2023-04-03T19:45:47Z
@UmbiAnksh,42263376 x ditonton 0240 wib 04042023 562 ribu like 89 ribu komen 217 juta subscriber,2023-04-03T19:42:39Z
@fitriafitria3227,janji setia semoga titi alsyad blangeng,2023-04-03T17:16:17Z
@ariqfadhilla3634,good luck tiaratetangga berkreasi berkarya ya fans teman sahabat tiara d,2023-04-03T02:56:24Z
@masserdadutepikota777,sekilas ky cangkok suara raiso jirrr,2023-04-02T23:02:02Z
@noviaanggraini4035,puter ulang gak bosen liat berdua,2023-04-02T17:15:03Z
@UmbiAnksh,janji setia menjaga hati,2023-04-02T15:11:31Z
@UmbiAnksh,42152492 x ditonton 2209 wib 02042023 562 ribu like 89 ribu komen 217 juta subscriber,2023-04-02T15:09:22Z
@indrakurniawati5562,janjin setia janji mendua alshad menodai lagu remake aja ngga,2023-04-02T14:23:19Z
@srigayatri2253,sukses ti,2023-04-02T12:39:30Z
@UmbiAnksh,udah aja nich vidio musik populer teratas nya,2023-04-02T12:16:51Z
@Meysinaja214,alhamdulillah mantap moootiara,2023-04-02T09:03:05Z
@jonesmanik4513,urutan 37 mantap mootiara,2023-04-02T05:50:50Z
@ginanarullita2596,kitaa gatau diluar berita smwa enggayang pastii titi alsad melewati smwa adaa,2023-04-02T04:13:28Z
@krisfiyan2148,video musik terpopuler no 37,2023-04-02T00:46:29Z
@talithaviradhanysalsabila2923,semangat tiara keep strong ya 3,2023-04-01T22:37:20Z
@hnoghey-th1ki,semangatttt titii,2023-04-01T17:15:26Z
@hnoghey-th1ki,love titi,2023-04-01T17:13:48Z
@ekasujanah5350,gak sih video klip diganti orangnya pake alshad ilfil banget pliss ya ti deket deket alshad bahaya,2023-04-01T14:07:37Z
@indriokta9198,semangat tii km muda indah,2023-04-01T14:04:27Z
@krisfiyan2148,1423 42 juta views,2023-04-01T13:41:36Z
@ahmadachiruddin4556,gak tau denger lagu magnetnya,2023-04-01T12:35:54Z
@fa_fa9972,alhamdulillah 42jt keep streaming moo mootiara spread love not hate keep solid moo,2023-04-01T11:54:33Z
@aryaniepurnama1098,titiii cantik semangat apapun trjadi apapun keputusn nya mootiara mendukung semangat berkarya,2023-04-01T07:42:02Z
@moehamadagung9929,game over,2023-04-01T06:01:16Z
@djenarofficial2516,dah gak sm alshad ahmadmasih bnyak sm tiarauntuk laki laki gak brtanggung jwb,2023-04-01T05:53:25Z
@jonesmanik4513,42m,2023-04-01T04:28:29Z
@weaxy659,loh alah alshad,2023-04-01T01:45:44Z
@herawatibudyrahayu6223,semangat ti keep strong ngapus video klip ga ya,2023-04-01T00:52:47Z
@aneliadp,love songthx tiara,2023-04-01T00:33:31Z
@riofebriamsyah692,mora inaldy 31 march 2023 9smp,2023-03-31T12:56:06Z
@amelputri2159,allah menutupi aib setutup2nya alshad bongkar titi semangat karna issu alshad bubar udah cocok bangettt,2023-03-31T07:51:47Z
@bubuhu8493,geha trend rame toktik cuuuuy,2023-03-31T07:13:37Z
@jonesmanik4513,view nya gila banget bentr lgi tembus 42m,2023-03-31T04:44:58Z
@jonesmanik4513,view nya gila banget bentr lgi tembus 42m,2023-03-31T04:44:38Z
@raselanovira7523,ku lagu kisahku semangat ti,2023-03-31T03:28:46Z
@YunYun6687,love songcocweetbuat w banget n calon suamiku,2023-03-31T01:31:21Z
@dspiderman1626,gas 42 juta,2023-03-30T23:43:59Z
@banggoman7371,kujaga hatiku kau,2023-03-30T11:30:27Z
@okeaja247,plot twist gak setia,2023-03-30T09:36:03Z
@phishnet-shop,cantik banget tiara,2023-03-30T08:56:06Z
@muhammadhasantamimi,tiara kena karma nya ninggali mantan alsad,2023-03-30T06:43:43Z
@ghazamv1207,njirrr mobilnya toyota corolla dx,2023-03-30T05:26:14Z
@PutriWijaya-sv1ht,gimana ya kelanjutan kisah alshad tiara,2023-03-30T04:46:24Z
@ahmadap618,diputer gabosen2 sukaaaa dngn pasangan inii huhuuu,2023-03-30T03:47:38Z
@emaknyadlyrics3110,meninggalkan jejak kamis 30 maret 2023,2023-03-30T03:15:03Z
@UsyUsilawati-ed2jp,gue kalo liat senyum tiara inget yoon eun hye,2023-03-29T22:46:03Z
@nunidarma9124,colabs terbaru menyesal jd trending related bget dgn issue semangat ya titi,2023-03-29T22:32:03Z
@alvinohisyam8074,tuhan laluku mencaricari pdhl berkeluarga tpi merindukan ya alloh,2023-03-29T15:35:12Z
@rahmaaini2320,ya allahlagu menguatkan su ldr 7 mencoba bersabar berusaha melengkapi beda negara alhamdulillah 2 sdh pernikahan dikaruniai ank cantik semangat pejuang ldr,2023-03-29T14:52:11Z
@Maydhaniarnia,liriknya benar2 menggambarkan nyata ya sedih terharu dengernya alshad afrika titi indonesia pastinya sbg netizen mendoakan terbaik aja aamien yra,2023-03-29T14:06:19Z
@happierdeeper886,hubungan berlanjut dampak job event wedding sultan pasangan kali menikah mengagungkan kesucian kesetiaan kejujuran keterbukaan komitment dpt menerima mentolerir suguhan hiburan dibawakan orang menghalalkan perbuatan senonoh kta bu mar peluang eksis dunia entertaint sempit lagu2 rekaman selegram oke sanggup tahan malu bertebal muka aja badai cibiran nyinyiran sindiran menghantam henti jodie marion dititik berani tampil speak up move on pasangan cepat come back pulih setenar kejadian tinggal menunggu datangnya hembusan angin sempurna sirna tinggal nama angin badai angin surga seringkali datangnya terduga hahaa,2023-03-29T12:31:44Z
@EsmeRalda-zp4zj,sedih euy,2023-03-29T12:01:21Z
@imantaufik7623,jd inget knp pacaran sm suami bs smpe 5 thn pdhl karirku lbh bagus krn suami sll support saatku down berhasil tp kuasangka smpe menikah keuangan kdg lbh bagus dr suami menikah 2 thn karir bagus suami slnajutnya uji ekonomi keuangan bagus smoga suami karir lbh baagus dr ku keuangan handle suami smua,2023-03-29T10:01:21Z
@azizzaziozahari3712,kasihan titi,2023-03-29T09:06:01Z
@samsungkonsorsium1413,bareng alsad nih apus nya,2023-03-29T06:14:37Z
@annisawibowo3616,virgoun pliss lagu balasan mengerti mauuuu bangtt,2023-03-29T05:46:03Z
@mutimut6667,peluk titi,2023-03-29T02:26:06Z
@yulliea_ozawa5248,tegar tiara nasib,2023-03-29T02:21:31Z
@arimaraaudina5946,tiaraaa,2023-03-29T02:19:38Z
@masakanbundayuni37,kuatkan hatimumsh byk lelaki antri utk mendekatimupercayalah bkn jodohmu dpt ganti baiksakit sih emangtp bersyukur aza udh ketahuan duluansakit sih bentar axaaku meratapin laki 2 tdk tanggung jwb buang 2 azasia 2 nangis 2 dtng pastidpt lelaki baiksaya lihat 2 peramal lelaki purih ganteng mendekatimutunggu ya nak sabar aza,2023-03-28T23:34:08Z
@UmbiAnksh,alhamdulillah moo penambahan view hariannya nya konsisten 100 ribu 114140 kemarin 124446 moo kunci 100 ribu nya jgn sampek turun dr 100 ribu biar cepet 50 juta,2023-03-28T20:53:21Z
@reemgirlgirl4847,janji setia sesuai expetasi keep strong girl yakinlah allah always with you positive thinking aja insyaallah everything will be fine,2023-03-28T20:08:33Z
@Ku6u7s1Ks4,shipper tishad absen donk,2023-03-28T19:49:22Z
@meilanywungguli8215,teruslah berkarya tiara audisi indonesian idol penyanyi favoritq cantik bertalenta suaramu kerenn abizzz nikmati kerja kerasmu jalanmu doa untukmu tiara anak in shaa allah terbaik aamiin yra miss u,2023-03-28T15:54:55Z
@asmianawahyuni7718,pas lg kangen suami dengerin lagu,2023-03-28T15:29:13Z
@dianaputranti,lagu jg bagus,2023-03-28T15:24:39Z
@yourself405,bye fansmu kabur keputusanmu spam emot mendandakan bentuk ketidak sukaan pria didalam musik video,2023-03-28T14:33:00Z
@user-nu9ek6fl8c,pas banget kisah nyata nya loss contac,2023-03-28T14:28:46Z
@anandaayumaharani3671,lagu2 titi kisah nyatanyasabardengarkan mama papa ti,2023-03-28T13:42:12Z
@liahandayani9838,suka banget liat pasangan bucin masyaallahsemoga halalaamiin titi plisskapan koleb bareng kak alshad,2023-03-28T11:48:10Z
@feriocivic7041,ngefans tpi goblok,2023-03-28T11:33:08Z
@agissetya7447,laki laki keluarga biadab gak restuin tetep berjalan tetep pacaran tertanam benih pacarin nikmati tanam benih nikahi sebatas formalitasmenutup aib hempaskan ceraikan alasan restui anggap sepadan anggap mengincar harta wanita salahkan knp knp hei ferguso simple namanya hubungan pacaran harapan expektasi cinta perjuangan sang laki laki seolaholah sang wanita berhak penderitaan hempaskan pakai keributan urusan bodo enak kacau balau urusan habis manis sepah buang perjuangan pertentangan hubungan menyakitkan penghinaan tes dna alasan mencari dukung alasan mengubur menggali jiwa batin tersakiti bersangkutan berbahagia luka teramat biadab biadab manusia2 model caci maki tanah air orang tersakiti menyakiti penghinaan biadab,2023-03-28T09:35:42Z
@dewiellariana7486,nonton mikirsi aa hatinya lg dimana,2023-03-28T06:23:15Z
@dewiwn316,video clip menyayat hati titi lagu kenyataan nya berbeda semangat titi semoga perlindungan allahswt dijauhkan orang jahat aamiin semangat berkarir,2023-03-28T04:31:25Z
@Mantappupe,laporkan,2023-03-28T02:51:59Z
@sujiranhakim9786,deket keluarga ahmad tabah gigi sihbaru mampudan bertahan hehehehe,2023-03-28T00:37:45Z
